Table S3. Relative abundance of Propionibacterium acnes strains																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																	
																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																	
																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																	
Taxa	MET0001	MET0002	MET0009	MET0010	MET0011	MET0012	MET0013	MET0014	MET0015	MET0016	MET0017	MET0020	MET0021	MET0022	MET0023	MET0024	MET0025	MET0026	MET0027	MET0028	MET0049	MET0050	MET0051	MET0052	MET0053	MET0054	MET0055	MET0056	MET0057	MET0060	MET0061	MET0062	MET0064	MET0065	MET0066	MET0067	MET0068	MET0069	MET0070	MET0070	MET0073	MET0074	MET0075	MET0076	MET0081	MET0082	MET0083	MET0084	MET0085	MET0086	MET0087	MET0088	MET0089	MET0090	MET0091	MET0092	MET0093	MET0094	MET0095	MET0096	MET0097	MET0100	MET0102	MET0103	MET0104	MET0105	MET0106	MET0107	MET0108	MET0133	MET0134	MET0135	MET0136	MET0137	MET0138	MET0139	MET0141	MET0142	MET0143	MET0143	MET0160	MET0161	MET0162	MET0163	MET0164	MET0166	MET0167	MET0168	MET0169	MET0183	MET0184	MET0185	MET0186	MET0187	MET0188	MET0189	MET0190	MET0191	MET0192	MET0193	MET0194	MET0195	MET0196	MET0197	MET0198	MET0199	MET0202	MET0203	MET0204	MET0205	MET0206	MET0207	MET0208	MET0209	MET0210	MET0211	MET0212	MET0213	MET0214	MET0215	MET0216	MET0217	MET0218	MET0219	MET0220	MET0221	MET0222	MET0223	MET0224	MET0225	MET0226	MET0227	MET0228	MET0229	MET0230	MET0231	MET0232	MET0233	MET0234	MET0235	MET0236	MET0237	MET0238	MET0239	MET0240	MET0241	MET0243	MET0244	MET0245	MET0246	MET0247	MET0248	MET0249	MET0250	MET0251	MET0252	MET0287	MET0288	MET0289	MET0290	MET0291	MET0292	MET0293	MET0294	MET0295	MET0296	MET0297	MET0298	MET0299	MET0300	MET0301	MET0302	MET0303	MET0304	MET0305	MET0306	MET0307	MET0308	MET0309	MET0310	MET0311	MET0312	MET0313	MET0314	MET0315	MET0316	MET0317	MET0318	MET0319	MET0320	MET0321	MET0322	MET0323	MET0324	MET0325	MET0326	MET0327	MET0328	MET0329	MET0330	MET0331	MET0332	MET0334	MET0335	MET0336	MET0337	MET0342	MET0343	MET0344	MET0345	MET0346	MET0347	MET0348	MET0349	MET0350	MET0351	MET0352	MET0353	MET0354	MET0355	MET0356	MET0357	MET0358	MET0361	MET0362	MET0363	MET0364	MET0365	MET0366	MET0367	MET0368	MET0369	MET0370	MET0371	MET0372	MET0373	MET0374	MET0375	MET0376	MET0377	MET0380	MET0381	MET0382	MET0383	MET0384	MET0385	MET0387	MET0388	MET0389	MET0390	MET0391	MET0392	MET0393	MET0394	MET0395	MET0396	MET0399	MET0400	MET0401	MET0402	MET0403	MET0404	MET0405	MET0406	MET0407	MET0408	MET0409	MET0410	MET0411	MET0412	MET0413	MET0414	MET0415	MET0418	MET0419	MET0420	MET0421	MET0422	MET0423	MET0424	MET0425	MET0426	MET0427	MET0428	MET0429	MET0430	MET0431	MET0432	MET0433	MET0434	MET0437	MET0438	MET0439	MET0440	MET0441	MET0442	MET0443	MET0444	MET0445	MET0446	MET0447	MET0448	MET0449	MET0450	MET0451	MET0453	MET0456	MET0457	MET0458	MET0459	MET0460	MET0461	MET0462	MET0463	MET0464	MET0465	MET0466	MET0467	MET0468	MET0469	MET0470	MET0471	MET0472	MET0475	MET0476	MET0477	MET0479	MET0480	MET0481	MET0482	MET0483	MET0484	MET0485	MET0487	MET0488	MET0489	MET0490	MET0494	MET0495	MET0497	MET0500	MET0501	MET0502	MET0503	MET0505	MET0506	MET0507	MET0508	MET0509	MET0510	MET0513	MET0514	MET0515	MET0516	MET0518	MET0519	MET0520	MET0521	MET0522	MET0523	MET0525	MET0526	MET0528	MET0529	MET0532	MET0533	MET0534	MET0535	MET0536	MET0537	MET0538	MET0539	MET0540	MET0541	MET0542	MET0543	MET0544	MET0545	MET0546	MET0547	MET0548	MET0551	MET0552	MET0553	MET0554	MET0556	MET0559	MET0560	MET0561	MET0564	MET0565	MET0566	MET0567	MET0570	MET0571	MET0572	MET0573	MET0574	MET0575	MET0576	MET0577	MET0579	MET0580	MET0583	MET0584	MET0585	MET0586	MET0589	MET0590	MET0591	MET0592	MET0593	MET0594	MET0595	MET0597	MET0598	MET0599	MET0600	MET0601	MET0602	MET0603	MET0608	MET0609	MET0610	MET0611	MET0613	MET0614	MET0615	MET0616	MET0617	MET0618	MET0620	MET0621	MET0622	MET0624	MET0627	MET0628	MET0629	MET0630	MET0631	MET0632	MET0633	MET0634	MET0635	MET0636	MET0637	MET0638	MET0639	MET0640	MET0641	MET0642	MET0643	MET0646	MET0647	MET0648	MET0649	MET0650	MET0651	MET0652	MET0653	MET0654	MET0655	MET0656	MET0657	MET0658	MET0659	MET0660	MET0661	MET0662	MET0665	MET0666	MET0667	MET0668	MET0669	MET0670	MET0671	MET0672	MET0673	MET0674	MET0675	MET0676	MET0677	MET0678	MET0679	MET0680	MET0681	MET0684	MET0685	MET0686	MET0687	MET0688	MET0689	MET0690	MET0691	MET0692	MET0693	MET0694	MET0695	MET0696	MET0697	MET0698	MET0699	MET0700	MET0703	MET0704	MET0705	MET0706	MET0707	MET0708	MET0709	MET0710	MET0711	MET0712	MET0713	MET0714	MET0715	MET0716	MET0717	MET0718	MET0719	MET0722	MET0723	MET0724	MET0725	MET0726	MET0727	MET0728	MET0729	MET0730	MET0731	MET0732	MET0733	MET0734	MET0735	MET0736	MET0737	MET0738	MET0742	MET0743	MET0744	MET0745	MET0746	MET0747	MET0748	MET0749	MET0750	MET0751	MET0752	MET0753	MET0754	MET0755	MET0756	MET0757	MET0760	MET0761	MET0762	MET0763	MET0764	MET0765	MET0766	MET0767	MET0768	MET0769	MET0770	MET0771	MET0772	MET0773	MET0774	MET0775	MET0776	MET0779	MET0780	MET0781	MET0782	MET0783	MET0784	MET0785	MET0786	MET0787	MET0788	MET0789	MET0790	MET0791	MET0792	MET0793	MET0794	MET0795	MET0796	MET0797	MET0798	MET0799	MET0800	MET0801
Total Reads Mapping to P.acnes	135514	73620	5485572	9426	1552894	1696997	1789562	3419177	649122	19742	3512	106451	55041	282800	193741	388305	14226	3580846	3476679	85729	6150	377200	4714	2707900	3297	3482	3782	5939	1406326	453240	367155	276560	157185	90056	57013	3074124	17732	412148	14305	865	44534	1069496	228558	138296	34477	5830	33594	4598	1265	941871	25516	11022	1713331	5938	1819731	588873	656964	801032	5035	372547	2627200	177957	520153	607767	1639582	998680	15222	8090	25315	1515	4183491	8538	6825647	13345	1729129	611931	239148	151023	7395	221045	351906	430573	107207	28012	18467	147084	53418	371656	46342	1787	261585	618666	40892	65594	1240118	1110306	1142344	55919	3997	110641	2757	645085	355	1736667	177935	2030916	2715718	2880876	1258745	751278	719416	1309344	208515	895370	3169	1219254	5325087	155374	6666	3975122	7268228	619509	6628	6314059	2236841	4457737	980852	1307696	1909079	1890466	1420702	2513	4038444	1907456	12583	20301	1092844	1729946	258899	1662	1429371	1513052	2553102	1443556	439770	985032	2511492	28954	1766117	7569052	358568	265650	1497098	6216701	216022	7896	1987135	4708980	6751332	3831168	791251	3238972	1126814	715687	1446001	7655595	4381860	246039	29368	5522852	12532	59347	3434723	3478460	2283083	7185365	650099	1699162	6118351	1085650	4177309	2099947	6225005	6329718	1603545	83074	1481585	14528	51782	2645753	8789379	3141393	4167694	3247086	689590	5500051	1460957	704138	2310501	3658955	8033692	1471350	3936346	10542	5830	20170	7882101	1310091	8326904	2808092	1477608	5109742	3270254	3133514	354139	2084036	8109984	571480	1294206	6747579	67441	8300	47800	2041857	945496	372038	968623	161579	123588	4134667	5118048	1682960	1201102	2398023	4425918	3344384	2811148	8161	2085	24948	1319063	490800	4479977	870085	495045	227568	4923088	523586	2295376	1889198	3996196	4181601	5617413	7569	2142	42756	1371777	44829	46779	209291	323706	365741	2034588	1519700	3641	108197	1462334	899290	2370610	447524	5013	2140	22414	994465	20695	240287	234537	282048	250949	1260769	1529285	3067	214327	1137189	2186727	493842	682933	1115	1094	72628	3452300	3129261	1777781	753121	386483	1681070	1305944	1465549	56690	567371	1426508	1156802	1719764	1787497	10848	15643	5380719	914644	1413269	2495379	324513	188307	4541032	2141562	20816	223417	1235272	627371	1672496	1927018	21201	10841	31009	6960022	1660502	1648248	440463	853667	4756	3158887	1083576	5908251	2451569	1256022	3292782	5535	27546	8081944	2887422	6702944	3555571	4441490	356745	6113270	3116842	3199711	5617550	21445	32279	202042	214223	151065	86060	249328	25766	1271058	588074	25295	1693403	823766	228964	83943	19434	49871	40542	79030	105944	64366	252486	93516	845037	2148777	24583	2003719	262285	139374	64523	216389	50560	14132	54935	1327774	681064	328465	6587910	16884	1277598	4140033	1294128	1863594	454	14424	122257	4179697	2842140	977413	5976848	490744	121648	4100818	3299290	4774065	479177	1767667	338	4033	35988	7912306	2354693	5540815	6067648	450433	1669014	3774009	458093	1410099	7765755	4867665	4926042	6107775	33699	7722462	3794056	6343604	5588608	1097050	4447803	5461480	909568	4982947	7659650	4635579	5696454	100743	440688	5614950	835357	3948195	5790371	446903	232244	2602575	2583786	192652	4137703	6988889	2727689	1979766	2139107	18943	17201	104399	6054208	2267543	4204572	1029565	442230	500446	1380523	2164744	437105	4986172	7215074	2090775	1012480	1672885	5472	3322	190411	8145739	2513720	147885	5721081	1423558	458944	3141839	2268714	132676	6776651	7978208	154437	345579	718302	24355	4713	38738	8064630	7061998	848146	7253087	419135	293618	1332272	1726860	519898	6421071	8068554	1159754	3300293	1159849	14383	11517	28254	7656592	2854178	1993138	2239113	688476	668891	1247929	816402	103479	3234840	6976852	1854118	2741152	3582936	7828	9423	20717	71383	3459560	2298599	3764534	1105198	966597	1855087	1579829	104607	3048238	7365931	2105648	1427386	6950665	2290	635	30811	1856796	3735331	7936974	1366862	3199599	1694015	3536835	762713	5298063	6956837	5027857	4537097	6734642	7875	6402	44363	6599501	6189828	5199242	7834028	170025	2405423	3204405	3030960	283310	7052625	5530977	3615373	5094129	5831030	5033	1522	23639	757167	36691	6256415	1129714	1673522	7214163	333946	462893	75763	611087	3605601	1989420	1412522	2515322	550445	833316	2374941	968625	4778	66599	1047275	3688588	6036
taxid:765073|Propionibacterium_acnes_HL043PA2	0	0	3.960938	10.003451	4.22371	5.301248	4.666461	1.625659	0	0	0	3.111754	3.053797	3.750143	2.88962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.972628	0	0	0	0	0	0	0	0	0	0	3.202951	5.516049	3.929395	4.878034	1.787696	2.652408	2.948821	1.482169	4.46453	7.365	2.656496	2.057397	1.032704	0	2.574621	0	2.165718	0	2.317071	0	5.989808	0	0	2.518008	4.049936	0	5.557768	3.73382	1.326112	2.620512	2.048598	0	5.394475	3.936575	2.723269	2.635991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.280402	0	0	0	1.226425	0	0	0	0	0	0	0	0	0	0	0	1.518384	0	0	1.494249	0	0	0	2.410891	0	0	2.755663	0	3.985091	2.417395	1.393409	2.72544	1.737353	3.018268	3.300686	0	0	0	2.812741	2.269514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.011511	4.030317	1.27205	2.582087	1.493317	0	2.598251	2.783398	4.386132	5.126733	0	3.053635	0	5.669681	0	0	1.196306	4.065605	1.220908	2.736726	2.769805	0	2.791502	3.114537	4.255628	4.928848	1.052917	2.424818	3.569423	0	0	0	0	0	0	0	0	0	0	0	0	2.713919	2.716482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.675819	3.285747	0	0	0	1.103779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.440537	1.629957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.954675	0	0	3.84083	2.621168	2.613563	0	1.530237	1.168949	1.154034	4.91443	2.095301	0	3.935214	3.465091	3.8911	0	0	0	3.653891	3.540629	2.738175	0	1.351918	0	0	9.763281	1.334668	0	2.369732	2.841129	3.789153	0	0	0	4.127311	3.500007	3.863555	2.827321	2.2636	0	2.78027	2.954474	5.874955	2.910647	2.505066	2.22443	0	4.106203	1.742531	3.518266	0	2.10052	1.572758	3.889438	5.454429	2.067822	2.470609	3.607711	0	0	0	3.772265	4.15077	3.036794	3.076078	0	3.066556	2.559759	3.980705	5.861091	0	2.893056	2.777553	2.976055	0	0	0	4.113146	4.198105	2.461122	2.098524	1.761332	1.232382	4.49679	6.190762	0	4.114014	3.767824	3.316325	0	0	0	1.755619	0	0	0	0	0	0	1.292857	0	0	0	0	1.850065	0	0	0	0	0	4.514229	0	0	1.485871	0	0	0	0	0	2.70134	0	2.601155	2.539243	3.005686	2.94973	0	1.284299	1.441458	3.110999	2.685351	3.294333	3.266206	0	2.586677	0	2.825745	2.772863	3.063047	2.736375	0	1.425609	1.093087	2.795872	3.161413	0	2.91301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.263812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.39669	1.558862	1.465219	2.384405	0	3.166594	2.89629	3.863836	3.057563	0	0	0	0	0	0	0	0	2.239243	0	5.317781	1.516206	3.005005	0
taxid:909952|Propionibacterium_acnes_266	1.395225	0	1.237588	0	1.56305	0	0	4.630411	0	0	0	1.980432	1.481884	1.104541	0	0	0	0	6.571935	0	2.889958	3.32342	0	0	0	0	0	0	2.249781	0	2.123554	6.230952	1.913278	0	3.252118	8.14528	0	4.362621	0	0	2.381499	2.255778	0	5.735314	10.684227	5.527432	0	0	0	4.111574	5.413606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.550313	0	1.142242	0	0	0	2.010541	0	0	0	0	1.698123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.855851	0	5.629887	3.579544	0	0	0	0	0	1.291031	0	0	0	0	1.758163	0	0	0	0	0	5.347759	0	0	0	0	0	0	0	0	0	0	0	0	0	4.502246	2.283962	3.852495	5.429241	3.940431	3.166926	3.722396	5.899847	6.187186	1.075421	3.159259	4.445074	1.492216	1.258652	3.301601	2.935771	1.209122	3.418536	0	1.423408	6.521198	0	1.015488	0	0	0	0	1.520633	0	0	0	0	0	0	0	0	0	6.654273	0	0	0	0	0	0	0	0	0	0	0	0	5.986888	1.459029	5.109956	0	0	0	0	0	0	0	0	0	0	0	0	0	4.996793	1.419124	5.323382	1.083481	0	0	0	0	0	0	0	0	1.107792	0	0	0	0	2.092423	1.898777	3.580959	2.265059	1.237477	1.91454	1.101108	1.063515	3.660308	1.906053	2.755997	1.400708	1.817328	5.606026	0	0	0	3.789625	1.902416	3.789251	2.072697	1.048814	1.331749	0	4.437632	1.748421	3.518164	1.929515	1.194621	4.050842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.599323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.103745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.952252	0	0	0	0	0	0	0	0	0	1.339575	0	1.077603	0	0	5.681356	0	0	0	0	0	0	0	0	0	0	0	1.293125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.551896	0	0	1.105181	0	0	6.576583	1.505017	0	0	1.204272	0	0	0	1.197265	0	0	0	0	0	4.650199	2.923664	0	0	0	0	0	1.37495	2.033062	3.43362	2.021998	2.587569	2.192736	2.279956	2.540089	3.543982	0	1.415104	2.572805	2.592246	3.170289	2.521447	0	3.748973	1.446116	1.738399	3.641643	2.037621	1.974156	2.496934	2.589448	2.90342	3.869292	0	1.461244	3.024454	2.757869	3.273623	0	0	3.837727	0	1.100377	6.716026	0	0	0	0	0	8.653947	0	0	0	1.342038	1.379941	0	0	0	0	1.153512	1.939372	0	0	0	0	0	5.578904	1.193846	0	0	0	2.589691	0	0	0	0	0	0	1.386682	0	0	0	0	9.374997	2.665139	0	0	0	0	0	0	0	0	0	0	2.253535	0	0	0	0	5.6285	2.781723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.138222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.548959	0	0	0	0	0	0	0	0	0	0	1.520531	0	0	0	0	0	0	0	0	0	0	0	1.303799	0	0	1.055238	0	0	0	0	0
taxid:1091045|Propionibacterium_acnes_ATCC_11828	4.544952	5.487097	0	0	0	0	0	0	17.615464	0	0	1.354305	2.094028	0	0	8.136283	3.620973	0	1.727573	0	0	0	0	17.731135	0	7.927039	0	12.300751	11.904244	17.889731	5.972181	0	10.207004	15.683895	11.154599	0	14.320548	9.687307	0	5.536187	1.654605	0	0	0	0	0	2.555053	0	0	0	0	0	2.270682	0	1.520018	0	0	3.635482	5.216353	17.96865	6.095831	0	4.02992	4.381784	6.490836	1.21728	6.363107	3.15485	8.562992	0	0	0	0	0	0	1.294071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.780347	0	0	0	0	0	0	0	0	3.974119	0	2.036825	2.820643	3.704621	6.303374	5.213342	0	0	10.145988	6.363783	3.240687	6.444776	10.737933	1.920592	0	0	0	0	0	0	0	0	0	14.268786	0	4.279694	0	10.579082	2.597334	2.336037	1.069474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.594964	0	10.511577	3.035935	2.857697	2.722537	4.624495	2.390852	4.574874	6.15069	4.617211	3.517103	0	13.553139	10.672512	5.532326	5.35602	15.703167	5.144023	7.581049	16.946783	7.10425	14.390907	12.597289	25.867714	12.954117	28.086198	11.257244	11.838112	14.494954	7.821103	11.173389	15.498591	15.790824	2.640623	0	0	1.915146	2.047662	17.098286	2.1287	1.658067	0	0	16.03693	0	0	0	0	4.130792	4.353096	0	0	1.350457	0	8.759657	0	0	0	0	16.485519	0	0	0	0	0	0	1.145505	2.148742	1.57252	4.091266	2.616183	3.10062	3.242911	3.131382	0	0	2.140007	3.031665	0	0	5.179157	0	0	0	1.477656	0	3.373642	2.733314	2.656469	5.043907	0	0	2.332622	1.35318	3.797385	0	17.066932	0	4.089775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.143031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.507061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.154853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.337949	3.260414	4.901841	3.60917	5.680582	3.390784	10.220646	5.095488	5.742005	1.341284	4.325714	4.689114	4.961137	0	4.546588	10.986712	3.076002	5.563232	5.216612	6.218875	3.084407	1.634536	5.883298	4.814	3.358797	0	5.693163	7.488416	0	0	0	0	0	0	0	0	0	2.265265	0	0	4.545558	4.288546	9.650203	0	0	0	1.238812	3.080877	0	1.48409	0	0	0	0	0	0	0	0	0	2.189592	0	0	0	0	0	0	3.871717	2.472426	0	2.876322	0	2.378732	0	0	0	0	0	1.28933	0	0	4.377487	2.600409	0	2.900315	0	6.797646	3.69267	12.222315	5.588624	4.153443	4.104599	3.989114	4.917408	1.138504	7.892711	4.319126	3.960372	4.873383	6.641817	7.2712	4.233795	12.990557	5.461403	5.133493	4.245965	5.835474	1.074642	2.348556	10.673904	4.515948	4.165717	7.731741	4.378867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.624843	6.19906	3.869422	17.972265	18.914172	9.85203	11.949178	11.021802	3.07849	0	11.964398	10.441594	7.715613	7.203077	17.002171	8.869136	9.327007	17.714907	7.728358	9.883487	18.36649	9.922655	11.441598	11.4452	10.753827	3.683578	1.665528	13.592525	14.953386	13.838959	4.60441	10.834111	17.438105	35.523305	3.779196	3.326665	0	2.156465	3.773771	3.828791	4.873281	3.658809	0	0	10.687472	3.799069	3.223328	4.794453	0	6.666469	5.701248	6.564207	4.113602	0	2.167681	3.426935	5.588058	2.945107	3.550967	1.093426	0	9.88889	1.908044	3.941741	4.199084	0	7.804131	5.20325	17.467539	9.128098	25.64752	12.608619	22.417834	16.296883	20.179216	6.953924	6.266619	27.392398	16.96571	14.933708	4.753567	21.599511	35.073153	13.296187	8.885372	17.231511	9.183891	25.701174	14.224391	24.827244	16.090326	17.40561	9.167848	4.960684	27.447988	17.339263	21.907153	11.010396	17.720221	19.365875	13.73401	6.504435	4.773019	6.460014	8.252636	2.375886	1.768101	1.521916	0	1.573933	1.095441	0	0	0	0	0	0	0	5.663011	6.770238	6.653333	5.496361	4.745248	15.719258
taxid:765119|Propionibacterium_acnes_HL056PA1	0	0	0	0	0	2.227588	2.448619	1.073847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.512099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.628789	0	0	0	0	0	0	0	0	0	1.144014	0	2.002971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.224455	0	0	0	0	0	0	2.554003	2.28013	0	0	0	0	0	0	0	1.233236	0	0	0	0	0	0	2.36834	2.425672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.629868	2.105282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.79371	2.55065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.923645	0	0	0	0	0	0	0	0	1.240568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.962471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.901913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.888605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
taxid:765121|Propionibacterium_acnes_HL082PA2	0	0	0	0	0	0	0	0	1.557784	0	0	0	0	0	0	2.039022	0	0	0	0	0	1.938162	0	5.160694	18.113829	0	0	0	3.386133	5.676117	4.671999	0	3.875354	6.120399	4.222412	0	4.092351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.356756	0	3.054371	1.894731	0	1.874637	1.269836	0	0	0	0	0	0	0	0	10.601221	0	0	0	0	2.060054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.109045	0	0	0	0	0	0	5.398666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.078581	0	2.987918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.408093	2.553738	0	1.310572	1.111601	0	1.824995	0	1.916012	1.918693	2.220346	1.562035	0	4.79256	0	0	1.677957	1.566344	0	0	1.565052	0	1.57323	1.244137	1.957517	1.309139	2.282324	1.113818	1.276117	1.806803	1.049023	0	0	1.531711	0	0	0	1.068356	0	2.508318	0	0	0	0	1.470996	0	0	0	0	2.50399	0	0	0	1.105782	0	0	0	0	0	0	1.843561	0	0	0	0	0	0	0	0	0	0	0	1.382234	0	0	0	1.23887	1.02554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.124933	0	0	0	1.945567	0	2.10748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.735852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.458379	0	0	0	0	0	3.001156	0	0	0	0	0	0	0	0	0	2.758592	0	0	0	0	0	0	4.444494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.305684	2.454587	0	0	0	0	0	1.028083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1772	0	0	0	0	0	0	0	0	0	0	0	1.493938	1.080515	0	2.816554	0	0	0	0	0	0	0	0	0	0	1.223984	1.126109	0	0	0	0	1.700815	5.546622	1.739337	1.506301	1.663242	1.809614	0	5.288592	1.508789	2.103494	1.715916	2.795335	2.421121	0	1.977435	5.093302	2.052147	2.264705	2.021392	2.806607	0	2.615855	2.231128	2.0784	2.240603	0	1.939723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.086432	8.818076	0	5.489146	5.252083	7.023558	5.392353	5.560499	0	3.207185	11.499341	5.065558	4.608954	2.259805	8.811559	4.128729	11.139556	8.976926	7.134804	4.828315	5.660663	6.58793	7.896546	5.901773	6.141607	2.164045	4.153087	10.781666	6.131851	5.462934	2.473689	9.750445	0	0	0	0	4.375913	0	0	0	0	0	0	4.005394	1.067836	0	0	0	0	0	0	0	0	3.61101	0	0	0	0	0	0	2.954837	3.038759	0	0	0	0	0	0	1.650478	0	2.528577	1.498765	2.556712	1.833481	2.019494	0	0	2.301369	1.782486	1.543816	0	0	0	0	0	1.697968	1.093929	2.409891	1.770648	4.115768	1.688477	1.841952	0	0	2.238089	1.7909	2.026247	1.044619	0	0	0	1.483484	1.303009	0	0	0	1.624672	0	0	0	0	0	0	0	0	0	0	0	2.372253	0	0	3.102362	2.290519	0
